"","Sex","Race","Age","CRF","BMI","Risk","Range_upper","Range_lower"
"1698","Male","Black",85,3,35,12,7.2,17
"1699","Male","Black",85,4,35,18,11,25
"1700","Male","Black",85,5,35,26,17,33
"1701","Male","Black",85,6,35,36,0,0
"1702","Male","Black",85,0,40,2.8,0,0
"1703","Male","Black",85,1,40,4.2,2.9,5.5
"1704","Male","Black",85,2,40,6.3,3.9,8.9
"1705","Male","Black",85,3,40,9.5,5.7,14
"1706","Male","Black",85,4,40,14,8.9,20
"1707","Male","Black",85,5,40,21,14,27
"1708","Male","Black",85,6,40,30,0,0
"1709","Male","Black",85,0,45,2.3,0,0
"1710","Male","Black",85,1,45,3.4,2.4,4.4
"1711","Male","Black",85,2,45,5.1,3.2,7.1
"1712","Male","Black",85,3,45,7.6,4.6,11
"1713","Male","Black",85,4,45,11,7.1,16
"1714","Male","Black",85,5,45,17,11,22
"1715","Male","Black",85,6,45,25,0,0
"1716","Male","Black",90,0,15,5.9,0,0
"1717","Male","Black",90,1,15,9.8,6.7,16
"1718","Male","Black",90,2,15,16,9.6,25
"1719","Male","Black",90,3,15,24,14,35
"1720","Male","Black",90,4,15,34,20,45
"1721","Male","Black",90,5,15,45,30,54
"1722","Male","Black",90,6,15,57,0,0
"1723","Male","Black",90,0,20,5.1,0,0
"1724","Male","Black",90,1,20,8.4,5.8,13
"1725","Male","Black",90,2,20,13,8.1,21
"1726","Male","Black",90,3,20,20,12,30
"1727","Male","Black",90,4,20,30,18,40
"1728","Male","Black",90,5,20,41,27,50
"1729","Male","Black",90,6,20,53,0,0
"1730","Male","Black",90,0,25,4.6,0,0
"1731","Male","Black",90,1,25,7.2,5.1,10
"1732","Male","Black",90,2,25,11,7,17
"1733","Male","Black",90,3,25,17,10,25
"1734","Male","Black",90,4,25,26,16,35
"1735","Male","Black",90,5,25,37,24,45
"1736","Male","Black",90,6,25,49,0,0
"1737","Male","Black",90,0,30,3.7,0,0
"1738","Male","Black",90,1,30,5.8,4,8.3
"1739","Male","Black",90,2,30,9,5.5,13
"1740","Male","Black",90,3,30,14,8.2,20
"1741","Male","Black",90,4,30,21,13,29
"1742","Male","Black",90,5,30,30,20,38
"1743","Male","Black",90,6,30,42,0,0
"1744","Male","Black",90,0,35,3,0,0
"1745","Male","Black",90,1,35,4.6,3.2,6.6
"1746","Male","Black",90,2,35,7.2,4.4,11
"1747","Male","Black",90,3,35,11,6.5,16
"1748","Male","Black",90,4,35,17,10,24
"1749","Male","Black",90,5,35,25,16,32
"1750","Male","Black",90,6,35,35,0,0
"1751","Male","Black",90,0,40,2.4,0,0
"1752","Male","Black",90,1,40,3.7,2.6,5.2
"1753","Male","Black",90,2,40,5.7,3.5,8.4
"1754","Male","Black",90,3,40,8.8,5.1,13
"1755","Male","Black",90,4,40,13,8.1,19
"1756","Male","Black",90,5,40,20,13,26
"1757","Male","Black",90,6,40,29,0,0
"1758","Male","Black",90,0,45,2,0,0
"1759","Male","Black",90,1,45,3,2.1,4.1
"1760","Male","Black",90,2,45,4.6,2.8,6.6
"1761","Male","Black",90,3,45,7,4.1,10
"1762","Male","Black",90,4,45,11,6.4,15
"1763","Male","Black",90,5,45,16,10,21
"1764","Male","Black",90,6,45,24,0,0
"1765","Female","Hispanic",50,0,15,2.2,0,0
"1766","Female","Hispanic",50,1,15,3.6,2.4,5.2
"1767","Female","Hispanic",50,2,15,5.7,3.1,9.4
"1768","Female","Hispanic",50,3,15,8.9,4.4,16
"1769","Female","Hispanic",50,4,15,14,7.7,22
"1770","Female","Hispanic",50,5,15,21,13,27
"1771","Female","Hispanic",50,6,15,31,0,0
"1772","Female","Hispanic",50,0,20,2.1,0,0
"1773","Female","Hispanic",50,1,20,3.3,2.2,4.6
"1774","Female","Hispanic",50,2,20,5.1,2.7,8.7
"1775","Female","Hispanic",50,3,20,7.9,3.8,14
"1776","Female","Hispanic",50,4,20,12,6.4,19
"1777","Female","Hispanic",50,5,20,18,12,23
"1778","Female","Hispanic",50,6,20,26,0,0
"1779","Female","Hispanic",50,0,25,2,0,0
"1780","Female","Hispanic",50,1,25,3.1,2.1,4.3
"1781","Female","Hispanic",50,2,25,4.8,2.5,8.3
"1782","Female","Hispanic",50,3,25,7.3,3.5,13
"1783","Female","Hispanic",50,4,25,11,5.7,18
"1784","Female","Hispanic",50,5,25,16,11,21
"1785","Female","Hispanic",50,6,25,23,0,0
"1786","Female","Hispanic",50,0,30,1.8,0,0
"1787","Female","Hispanic",50,1,30,2.7,1.8,3.7
"1788","Female","Hispanic",50,2,30,4.2,2.2,7.3
"1789","Female","Hispanic",50,3,30,6.4,3,12
"1790","Female","Hispanic",50,4,30,9.5,5,16
"1791","Female","Hispanic",50,5,30,14,9.5,19
"1792","Female","Hispanic",50,6,30,20,0,0
"1793","Female","Hispanic",50,0,35,1.5,0,0
"1794","Female","Hispanic",50,1,35,2.4,1.6,3.3
"1795","Female","Hispanic",50,2,35,3.7,1.9,6.4
"1796","Female","Hispanic",50,3,35,5.6,2.6,10
"1797","Female","Hispanic",50,4,35,8.3,4.3,14
"1798","Female","Hispanic",50,5,35,12,8.4,16
"1799","Female","Hispanic",50,6,35,18,0,0
"1800","Female","Hispanic",50,0,40,1.3,0,0
"1801","Female","Hispanic",50,1,40,2.1,1.4,2.8
"1802","Female","Hispanic",50,2,40,3.2,1.7,5.6
"1803","Female","Hispanic",50,3,40,4.9,2.3,9.1
"1804","Female","Hispanic",50,4,40,7.3,3.8,12
"1805","Female","Hispanic",50,5,40,11,7.3,14
"1806","Female","Hispanic",50,6,40,15,0,0
"1807","Female","Hispanic",50,0,45,1.2,0,0
"1808","Female","Hispanic",50,1,45,1.8,1.2,2.5
"1809","Female","Hispanic",50,2,45,2.8,1.5,5
"1810","Female","Hispanic",50,3,45,4.3,2,8
"1811","Female","Hispanic",50,4,45,6.3,3.3,11
"1812","Female","Hispanic",50,5,45,9.3,6.4,13
"1813","Female","Hispanic",50,6,45,13,0,0
"1814","Female","Hispanic",55,0,15,3.5,0,0
"1815","Female","Hispanic",55,1,15,5.6,3.9,7.8
"1816","Female","Hispanic",55,2,15,8.8,4.9,14
"1817","Female","Hispanic",55,3,15,14,7.1,23
"1818","Female","Hispanic",55,4,15,20,12,31
"1819","Female","Hispanic",55,5,15,30,20,38
"1820","Female","Hispanic",55,6,15,43,0,0
"1821","Female","Hispanic",55,0,20,3.3,0,0
"1822","Female","Hispanic",55,1,20,5.1,3.5,6.9
"1823","Female","Hispanic",55,2,20,7.9,4.3,13
"1824","Female","Hispanic",55,3,20,12,6,21
"1825","Female","Hispanic",55,4,20,18,10,28
"1826","Female","Hispanic",55,5,20,26,18,33
"1827","Female","Hispanic",55,6,20,37,0,0
"1828","Female","Hispanic",55,0,25,3.1,0,0
"1829","Female","Hispanic",55,1,25,4.9,3.3,6.5
"1830","Female","Hispanic",55,2,25,7.4,4,12
"1831","Female","Hispanic",55,3,25,11,5.5,20
"1832","Female","Hispanic",55,4,25,16,9,26
"1833","Female","Hispanic",55,5,25,23,17,31
"1834","Female","Hispanic",55,6,25,33,0,0
"1835","Female","Hispanic",55,0,30,2.7,0,0
"1836","Female","Hispanic",55,1,30,4.2,2.9,5.7
"1837","Female","Hispanic",55,2,30,6.5,3.5,11
"1838","Female","Hispanic",55,3,30,9.7,4.7,17
"1839","Female","Hispanic",55,4,30,14,7.8,23
"1840","Female","Hispanic",55,5,30,21,15,27
"1841","Female","Hispanic",55,6,30,29,0,0
"1842","Female","Hispanic",55,0,35,2.4,0,0
"1843","Female","Hispanic",55,1,35,3.7,2.5,4.9
"1844","Female","Hispanic",55,2,35,5.7,3,9.7
"1845","Female","Hispanic",55,3,35,8.5,4.1,15
"1846","Female","Hispanic",55,4,35,12,6.8,20
"1847","Female","Hispanic",55,5,35,18,13,24
"1848","Female","Hispanic",55,6,35,26,0,0
"1849","Female","Hispanic",55,0,40,2.1,0,0
"1850","Female","Hispanic",55,1,40,3.3,2.2,4.3
"1851","Female","Hispanic",55,2,40,5,2.6,8.5
"1852","Female","Hispanic",55,3,40,7.4,3.6,14
"1853","Female","Hispanic",55,4,40,11,5.9,18
"1854","Female","Hispanic",55,5,40,16,11,21
"1855","Female","Hispanic",55,6,40,23,0,0
"1856","Female","Hispanic",55,0,45,1.9,0,0
"1857","Female","Hispanic",55,1,45,2.9,1.9,3.8
"1858","Female","Hispanic",55,2,45,4.3,2.3,7.5
"1859","Female","Hispanic",55,3,45,6.5,3.1,12
"1860","Female","Hispanic",55,4,45,9.6,5.1,16
"1861","Female","Hispanic",55,5,45,14,9.9,19
"1862","Female","Hispanic",55,6,45,20,0,0
"1863","Female","Hispanic",60,0,15,4.9,0,0
"1864","Female","Hispanic",60,1,15,7.7,5.5,10
"1865","Female","Hispanic",60,2,15,12,7.1,18
"1866","Female","Hispanic",60,3,15,18,10,29
"1867","Female","Hispanic",60,4,15,27,17,39
"1868","Female","Hispanic",60,5,15,39,28,47
"1869","Female","Hispanic",60,6,15,53,0,0
"1870","Female","Hispanic",60,0,20,4.4,0,0
"1871","Female","Hispanic",60,1,20,6.9,4.8,9.1
"1872","Female","Hispanic",60,2,20,11,6,17
"1873","Female","Hispanic",60,3,20,16,8.5,26
"1874","Female","Hispanic",60,4,20,23,14,35
"1875","Female","Hispanic",60,5,20,33,24,42
"1876","Female","Hispanic",60,6,20,46,0,0
"1877","Female","Hispanic",60,0,25,4.2,0,0
"1878","Female","Hispanic",60,1,25,6.4,4.5,8.4
"1879","Female","Hispanic",60,2,25,9.7,5.4,16
"1880","Female","Hispanic",60,3,25,14,7.5,25
"1881","Female","Hispanic",60,4,25,21,12,33
"1882","Female","Hispanic",60,5,25,30,22,38
"1883","Female","Hispanic",60,6,25,41,0,0
"1884","Female","Hispanic",60,0,30,3.7,0,0
"1885","Female","Hispanic",60,1,30,5.6,3.9,7.4
"1886","Female","Hispanic",60,2,30,8.5,4.7,14
"1887","Female","Hispanic",60,3,30,13,6.5,22
"1888","Female","Hispanic",60,4,30,18,11,29
"1889","Female","Hispanic",60,5,30,26,19,34
"1890","Female","Hispanic",60,6,30,36,0,0
"1891","Female","Hispanic",60,0,35,3.2,0,0
"1892","Female","Hispanic",60,1,35,4.9,3.4,6.4
"1893","Female","Hispanic",60,2,35,7.4,4.1,12
"1894","Female","Hispanic",60,3,35,11,5.6,19
"1895","Female","Hispanic",60,4,35,16,9.2,26
"1896","Female","Hispanic",60,5,35,23,17,30
"1897","Female","Hispanic",60,6,35,32,0,0
"1898","Female","Hispanic",60,0,40,2.8,0,0
"1899","Female","Hispanic",60,1,40,4.3,2.9,5.6
"1900","Female","Hispanic",60,2,40,6.5,3.6,11
"1901","Female","Hispanic",60,3,40,9.7,4.9,17
"1902","Female","Hispanic",60,4,40,14,8,23
"1903","Female","Hispanic",60,5,40,20,15,27
"1904","Female","Hispanic",60,6,40,28,0,0
"1905","Female","Hispanic",60,0,45,2.5,0,0
"1906","Female","Hispanic",60,1,45,3.8,2.6,4.9
"1907","Female","Hispanic",60,2,45,5.7,3.1,9.6
"1908","Female","Hispanic",60,3,45,8.5,4.2,15
"1909","Female","Hispanic",60,4,45,12,6.9,20
"1910","Female","Hispanic",60,5,45,18,13,24
"1911","Female","Hispanic",60,6,45,25,0,0
"1912","Female","Hispanic",65,0,15,6.4,0,0
"1913","Female","Hispanic",65,1,15,10,7.4,13
"1914","Female","Hispanic",65,2,15,15,9.7,22
"1915","Female","Hispanic",65,3,15,23,15,34
"1916","Female","Hispanic",65,4,15,33,23,46
"1917","Female","Hispanic",65,5,15,46,36,55
"1918","Female","Hispanic",65,6,15,61,0,0
"1919","Female","Hispanic",65,0,20,5.6,0,0
"1920","Female","Hispanic",65,1,20,8.7,6.2,11
"1921","Female","Hispanic",65,2,20,13,7.9,20
"1922","Female","Hispanic",65,3,20,20,11,31
"1923","Female","Hispanic",65,4,20,28,19,41
"1924","Female","Hispanic",65,5,20,40,31,49
"1925","Female","Hispanic",65,6,20,53,0,0
"1926","Female","Hispanic",65,0,25,5.2,0,0
"1927","Female","Hispanic",65,1,25,7.9,5.6,10
"1928","Female","Hispanic",65,2,25,12,6.9,19
"1929","Female","Hispanic",65,3,25,17,9.7,29
"1930","Female","Hispanic",65,4,25,25,16,38
"1931","Female","Hispanic",65,5,25,35,27,44
"1932","Female","Hispanic",65,6,25,48,0,0
"1933","Female","Hispanic",65,0,30,4.5,0,0
"1934","Female","Hispanic",65,1,30,6.9,4.8,8.8
"1935","Female","Hispanic",65,2,30,10,5.9,16
"1936","Female","Hispanic",65,3,30,15,8.3,26
"1937","Female","Hispanic",65,4,30,22,14,33
"1938","Female","Hispanic",65,5,30,31,24,39
"1939","Female","Hispanic",65,6,30,42,0,0
"1940","Female","Hispanic",65,0,35,3.9,0,0
"1941","Female","Hispanic",65,1,35,6,4.2,7.6
"1942","Female","Hispanic",65,2,35,9,5.1,14
"1943","Female","Hispanic",65,3,35,13,7.1,23
"1944","Female","Hispanic",65,4,35,19,12,30
"1945","Female","Hispanic",65,5,35,27,21,35
"1946","Female","Hispanic",65,6,35,38,0,0
"1947","Female","Hispanic",65,0,40,3.4,0,0
"1948","Female","Hispanic",65,1,40,5.2,3.6,6.7
"1949","Female","Hispanic",65,2,40,7.8,4.4,13
"1950","Female","Hispanic",65,3,40,12,6.1,20
"1951","Female","Hispanic",65,4,40,17,10,26
"1952","Female","Hispanic",65,5,40,24,18,31
"1953","Female","Hispanic",65,6,40,33,0,0
"1954","Female","Hispanic",65,0,45,3,0,0
"1955","Female","Hispanic",65,1,45,4.5,3.1,5.9
"1956","Female","Hispanic",65,2,45,6.8,3.8,11
"1957","Female","Hispanic",65,3,45,10,5.3,18
"1958","Female","Hispanic",65,4,45,15,8.7,23
"1959","Female","Hispanic",65,5,45,21,16,27
"1960","Female","Hispanic",65,6,45,29,0,0
"1961","Female","Hispanic",70,0,15,8.8,0,0
"1962","Female","Hispanic",70,1,15,14,10,17
"1963","Female","Hispanic",70,2,15,21,14,28
"1964","Female","Hispanic",70,3,15,31,21,43
"1965","Female","Hispanic",70,4,15,45,34,58
"1966","Female","Hispanic",70,5,15,61,54,69
"1967","Female","Hispanic",70,6,15,75,0,0
"1968","Female","Hispanic",70,0,20,7.3,0,0
"1969","Female","Hispanic",70,1,20,11,8.3,14
"1970","Female","Hispanic",70,2,20,17,11,23
"1971","Female","Hispanic",70,3,20,25,16,36
"1972","Female","Hispanic",70,4,20,36,27,49
"1973","Female","Hispanic",70,5,20,51,44,60
"1974","Female","Hispanic",70,6,20,67,0,0
"1975","Female","Hispanic",70,0,25,6.5,0,0
"1976","Female","Hispanic",70,1,25,9.6,7.2,12
"1977","Female","Hispanic",70,2,25,14,9,20
"1978","Female","Hispanic",70,3,25,21,13,31
"1979","Female","Hispanic",70,4,25,30,21,41
"1980","Female","Hispanic",70,5,25,42,35,51
"1981","Female","Hispanic",70,6,25,57,0,0
"1982","Female","Hispanic",70,0,30,5.6,0,0
"1983","Female","Hispanic",70,1,30,8.2,6.1,11
"1984","Female","Hispanic",70,2,30,12,7.7,17
"1985","Female","Hispanic",70,3,30,18,11,26
"1986","Female","Hispanic",70,4,30,25,18,36
"1987","Female","Hispanic",70,5,30,36,30,44
"1988","Female","Hispanic",70,6,30,50,0,0
"1989","Female","Hispanic",70,0,35,4.8,0,0
"1990","Female","Hispanic",70,1,35,7.1,5.2,9.1
"1991","Female","Hispanic",70,2,35,10,6.5,15
"1992","Female","Hispanic",70,3,35,15,9.3,23
"1993","Female","Hispanic",70,4,35,22,15,31
"1994","Female","Hispanic",70,5,35,31,25,39
"1995","Female","Hispanic",70,6,35,44,0,0
"1996","Female","Hispanic",70,0,40,4.2,0,0
"1997","Female","Hispanic",70,1,40,6.1,4.5,7.9
"1998","Female","Hispanic",70,2,40,8.9,5.6,13
"1999","Female","Hispanic",70,3,40,13,7.9,20
"2000","Female","Hispanic",70,4,40,19,13,27
"2001","Female","Hispanic",70,5,40,27,21,34
"2002","Female","Hispanic",70,6,40,38,0,0
"2003","Female","Hispanic",70,0,45,3.6,0,0
"2004","Female","Hispanic",70,1,45,5.3,3.9,6.8
"2005","Female","Hispanic",70,2,45,7.7,4.8,11
"2006","Female","Hispanic",70,3,45,11,6.7,17
"2007","Female","Hispanic",70,4,45,16,11,24
"2008","Female","Hispanic",70,5,45,23,18,29
"2009","Female","Hispanic",70,6,45,33,0,0
"2010","Female","Hispanic",75,0,15,12,0,0
"2011","Female","Hispanic",75,1,15,20,15,28
"2012","Female","Hispanic",75,2,15,31,20,44
"2013","Female","Hispanic",75,3,15,46,31,61
"2014","Female","Hispanic",75,4,15,61,45,74
"2015","Female","Hispanic",75,5,15,74,62,81
"2016","Female","Hispanic",75,6,15,82,0,0
"2017","Female","Hispanic",75,0,20,10,0,0
"2018","Female","Hispanic",75,1,20,16,12,20
"2019","Female","Hispanic",75,2,20,24,16,33
"2020","Female","Hispanic",75,3,20,37,23,51
"2021","Female","Hispanic",75,4,20,52,37,67
"2022","Female","Hispanic",75,5,20,68,55,77
"2023","Female","Hispanic",75,6,20,80,0,0
"2024","Female","Hispanic",75,0,25,8.6,0,0
"2025","Female","Hispanic",75,1,25,13,9.6,15
"2026","Female","Hispanic",75,2,25,19,12,25
"2027","Female","Hispanic",75,3,25,29,18,41
"2028","Female","Hispanic",75,4,25,42,30,56
"2029","Female","Hispanic",75,5,25,58,47,67
"2030","Female","Hispanic",75,6,25,74,0,0
"2031","Female","Hispanic",75,0,30,7.3,0,0
"2032","Female","Hispanic",75,1,30,11,8.1,13
"2033","Female","Hispanic",75,2,30,16,10,21
"2034","Female","Hispanic",75,3,30,24,15,35
"2035","Female","Hispanic",75,4,30,36,25,49
"2036","Female","Hispanic",75,5,30,51,40,60
"2037","Female","Hispanic",75,6,30,68,0,0
"2038","Female","Hispanic",75,0,35,6.2,0,0
"2039","Female","Hispanic",75,1,35,9.2,6.9,11
"2040","Female","Hispanic",75,2,35,14,8.8,18
"2041","Female","Hispanic",75,3,35,20,13,29
"2042","Female","Hispanic",75,4,35,30,21,42
"2043","Female","Hispanic",75,5,35,44,35,52
"2044","Female","Hispanic",75,6,35,60,0,0
"2045","Female","Hispanic",75,0,40,5.3,0,0
"2046","Female","Hispanic",75,1,40,7.8,5.8,9.6
"2047","Female","Hispanic",75,2,40,11,7.4,15
"2048","Female","Hispanic",75,3,40,17,11,25
"2049","Female","Hispanic",75,4,40,25,18,36
"2050","Female","Hispanic",75,5,40,37,30,45
"2051","Female","Hispanic",75,6,40,53,0,0
"2052","Female","Hispanic",75,0,45,4.6,0,0
"2053","Female","Hispanic",75,1,45,6.6,4.9,8.3
"2054","Female","Hispanic",75,2,45,9.7,6.3,13
"2055","Female","Hispanic",75,3,45,14,9,21
"2056","Female","Hispanic",75,4,45,21,15,30
"2057","Female","Hispanic",75,5,45,32,25,39
"2058","Female","Hispanic",75,6,45,45,0,0
"2059","Female","Hispanic",80,0,15,18,0,0
"2060","Female","Hispanic",80,1,15,27,21,39
"2061","Female","Hispanic",80,2,15,40,28,54
"2062","Female","Hispanic",80,3,15,54,40,68
"2063","Female","Hispanic",80,4,15,67,52,76
"2064","Female","Hispanic",80,5,15,76,65,82
"2065","Female","Hispanic",80,6,15,82,0,0
"2066","Female","Hispanic",80,0,20,14,0,0
"2067","Female","Hispanic",80,1,20,22,17,29
"2068","Female","Hispanic",80,2,20,33,22,45
"2069","Female","Hispanic",80,3,20,46,33,61
"2070","Female","Hispanic",80,4,20,61,47,73
"2071","Female","Hispanic",80,5,20,74,61,80
"2072","Female","Hispanic",80,6,20,82,0,0
"2073","Female","Hispanic",80,0,25,12,0,0
"2074","Female","Hispanic",80,1,25,18,14,22
"2075","Female","Hispanic",80,2,25,27,18,36
"2076","Female","Hispanic",80,3,25,38,26,50
"2077","Female","Hispanic",80,4,25,53,39,66
"2078","Female","Hispanic",80,5,25,68,55,76
"2079","Female","Hispanic",80,6,25,80,0,0
"2080","Female","Hispanic",80,0,30,10,0,0
"2081","Female","Hispanic",80,1,30,15,12,18
"2082","Female","Hispanic",80,2,30,22,15,30
"2083","Female","Hispanic",80,3,30,33,22,44
"2084","Female","Hispanic",80,4,30,46,34,59
"2085","Female","Hispanic",80,5,30,61,49,69
"2086","Female","Hispanic",80,6,30,74,0,0
"2087","Female","Hispanic",80,0,35,8.8,0,0
"2088","Female","Hispanic",80,1,35,13,9.7,15
"2089","Female","Hispanic",80,2,35,19,13,25
"2090","Female","Hispanic",80,3,35,28,18,37
"2091","Female","Hispanic",80,4,35,39,29,51
"2092","Female","Hispanic",80,5,35,54,42,62
"2093","Female","Hispanic",80,6,35,68,0,0
"2094","Female","Hispanic",80,0,40,7.5,0,0
"2095","Female","Hispanic",80,1,40,11,8.2,13
"2096","Female","Hispanic",80,2,40,16,11,21
"2097","Female","Hispanic",80,3,40,23,15,32
"2098","Female","Hispanic",80,4,40,33,24,44
"2099","Female","Hispanic",80,5,40,46,37,55
"2100","Female","Hispanic",80,6,40,61,0,0
"2101","Female","Hispanic",80,0,45,6.4,0,0
"2102","Female","Hispanic",80,1,45,9.2,6.9,11
"2103","Female","Hispanic",80,2,45,13,8.8,17
"2104","Female","Hispanic",80,3,45,20,13,27
"2105","Female","Hispanic",80,4,45,28,20,38
"2106","Female","Hispanic",80,5,45,40,31,48
"2107","Female","Hispanic",80,6,45,54,0,0
"2108","Female","Hispanic",85,0,15,20,0,0
"2109","Female","Hispanic",85,1,15,31,24,44
"2110","Female","Hispanic",85,2,15,44,31,59
"2111","Female","Hispanic",85,3,15,58,43,71
"2112","Female","Hispanic",85,4,15,69,56,79
"2113","Female","Hispanic",85,5,15,78,68,83
"2114","Female","Hispanic",85,6,15,82,0,0
"2115","Female","Hispanic",85,0,20,17,0,0
"2116","Female","Hispanic",85,1,20,25,19,35
"2117","Female","Hispanic",85,2,20,37,26,50
"2118","Female","Hispanic",85,3,20,51,37,65
"2119","Female","Hispanic",85,4,20,65,51,76
"2120","Female","Hispanic",85,5,20,76,65,82
"2121","Female","Hispanic",85,6,20,83,0,0
"2122","Female","Hispanic",85,0,25,14,0,0
"2123","Female","Hispanic",85,1,25,21,16,26
"2124","Female","Hispanic",85,2,25,31,21,41
"2125","Female","Hispanic",85,3,25,44,31,57
"2126","Female","Hispanic",85,4,25,58,44,71
"2127","Female","Hispanic",85,5,25,72,60,79
"2128","Female","Hispanic",85,6,25,82,0,0
"2129","Female","Hispanic",85,0,30,12,0,0
"2130","Female","Hispanic",85,1,30,18,13,22
"2131","Female","Hispanic",85,2,30,26,18,35
"2132","Female","Hispanic",85,3,30,37,26,49
"2133","Female","Hispanic",85,4,30,51,38,64
"2134","Female","Hispanic",85,5,30,65,53,74
"2135","Female","Hispanic",85,6,30,77,0,0
"2136","Female","Hispanic",85,0,35,10,0,0
"2137","Female","Hispanic",85,1,35,15,11,18
"2138","Female","Hispanic",85,2,35,22,15,29
"2139","Female","Hispanic",85,3,35,32,21,42
"2140","Female","Hispanic",85,4,35,44,33,57
"2141","Female","Hispanic",85,5,35,59,47,67
"2142","Female","Hispanic",85,6,35,72,0,0
"2143","Female","Hispanic",85,0,40,8.7,0,0
"2144","Female","Hispanic",85,1,40,13,9.5,15
"2145","Female","Hispanic",85,2,40,18,12,24
"2146","Female","Hispanic",85,3,40,27,18,36
"2147","Female","Hispanic",85,4,40,38,28,50
"2148","Female","Hispanic",85,5,40,51,40,60
"2149","Female","Hispanic",85,6,40,66,0,0
"2150","Female","Hispanic",85,0,45,7.3,0,0
"2151","Female","Hispanic",85,1,45,11,7.9,12
"2152","Female","Hispanic",85,2,45,15,10,20
"2153","Female","Hispanic",85,3,45,22,15,31
"2154","Female","Hispanic",85,4,45,32,23,43
"2155","Female","Hispanic",85,5,45,45,35,53
"2156","Female","Hispanic",85,6,45,59,0,0
"2157","Female","Hispanic",90,0,15,18,0,0
"2158","Female","Hispanic",90,1,15,28,21,40
"2159","Female","Hispanic",90,2,15,40,28,55
"2160","Female","Hispanic",90,3,15,53,38,67
"2161","Female","Hispanic",90,4,15,65,50,75
"2162","Female","Hispanic",90,5,15,74,63,80
"2163","Female","Hispanic",90,6,15,79,0,0
"2164","Female","Hispanic",90,0,20,15,0,0
"2165","Female","Hispanic",90,1,20,23,17,32
"2166","Female","Hispanic",90,2,20,34,23,46
"2167","Female","Hispanic",90,3,20,47,33,61
"2168","Female","Hispanic",90,4,20,60,46,72
"2169","Female","Hispanic",90,5,20,72,59,79
"2170","Female","Hispanic",90,6,20,80,0,0
"2171","Female","Hispanic",90,0,25,13,0,0
"2172","Female","Hispanic",90,1,25,20,15,25
"2173","Female","Hispanic",90,2,25,29,19,39
"2174","Female","Hispanic",90,3,25,41,28,53
"2175","Female","Hispanic",90,4,25,54,41,67
"2176","Female","Hispanic",90,5,25,68,55,76
"2177","Female","Hispanic",90,6,25,78,0,0
"2178","Female","Hispanic",90,0,30,11,0,0
"2179","Female","Hispanic",90,1,30,16,12,21
"2180","Female","Hispanic",90,2,30,24,16,32
"2181","Female","Hispanic",90,3,30,35,24,46
"2182","Female","Hispanic",90,4,30,47,35,60
"2183","Female","Hispanic",90,5,30,61,48,70
"2184","Female","Hispanic",90,6,30,73,0,0
"2185","Female","Hispanic",90,0,35,9.4,0,0
"2186","Female","Hispanic",90,1,35,14,10,17
"2187","Female","Hispanic",90,2,35,20,13,27
"2188","Female","Hispanic",90,3,35,29,20,39
"2189","Female","Hispanic",90,4,35,41,29,53
"2190","Female","Hispanic",90,5,35,54,42,63
"2191","Female","Hispanic",90,6,35,67,0,0
"2192","Female","Hispanic",90,0,40,7.9,0,0
"2193","Female","Hispanic",90,1,40,11,8.5,14
"2194","Female","Hispanic",90,2,40,17,11,22
"2195","Female","Hispanic",90,3,40,24,16,33
"2196","Female","Hispanic",90,4,40,35,24,46
"2197","Female","Hispanic",90,5,40,47,36,56
"2198","Female","Hispanic",90,6,40,61,0,0
"2199","Female","Hispanic",90,0,45,6.6,0,0
"2200","Female","Hispanic",90,1,45,9.6,7,11
"2201","Female","Hispanic",90,2,45,14,9.1,18
"2202","Female","Hispanic",90,3,45,20,13,28
"2203","Female","Hispanic",90,4,45,29,20,39
"2204","Female","Hispanic",90,5,45,41,30,49
"2205","Female","Hispanic",90,6,45,54,0,0
"2206","Male","Hispanic",50,0,15,1.7,0,0
"2207","Male","Hispanic",50,1,15,2.6,1.8,3.8
"2208","Male","Hispanic",50,2,15,4.1,2.2,7.1
"2209","Male","Hispanic",50,3,15,6.4,3.1,11
"2210","Male","Hispanic",50,4,15,9.7,5.1,16
"2211","Male","Hispanic",50,5,15,14,9.1,19
"2212","Male","Hispanic",50,6,15,21,0,0
"2213","Male","Hispanic",50,0,20,1.6,0,0
"2214","Male","Hispanic",50,1,20,2.5,1.7,3.5
"2215","Male","Hispanic",50,2,20,3.9,2.1,6.8
"2216","Male","Hispanic",50,3,20,5.9,2.8,11
"2217","Male","Hispanic",50,4,20,8.9,4.6,15
"2218","Male","Hispanic",50,5,20,13,8.6,18
"2219","Male","Hispanic",50,6,20,19,0,0
"2220","Male","Hispanic",50,0,25,1.6,0,0
"2221","Male","Hispanic",50,1,25,2.5,1.7,3.4
"2222","Male","Hispanic",50,2,25,3.8,2,6.7
"2223","Male","Hispanic",50,3,25,5.7,2.7,11
"2224","Male","Hispanic",50,4,25,8.5,4.4,14
"2225","Male","Hispanic",50,5,25,12,8.4,17
"2226","Male","Hispanic",50,6,25,18,0,0
"2227","Male","Hispanic",50,0,30,1.4,0,0
"2228","Male","Hispanic",50,1,30,2.2,1.4,3
"2229","Male","Hispanic",50,2,30,3.3,1.7,5.9
"2230","Male","Hispanic",50,3,30,5,2.4,9.3
"2231","Male","Hispanic",50,4,30,7.4,3.8,12
"2232","Male","Hispanic",50,5,30,11,7.4,15
